locus_tag,gene_name,synonyms,gene_product,COG,regulator,uniprot,start,end,strand,essential,core_genome,iML1515,oxidizeME,DGF_strain,MS57,pseudogene,y_ome,k_eff,schmidt_prot_med,heckmann_prot_med,proteomics,p1k,p1k_ctrl_log_tpm,p1k_median_log_tpm,p1k_mad_log_tpm,in_iM
b4296,yjhF,yjhF,KpLE2 phage-like element%3B putative transporter YjhF,Inorganic ion transport and metabolism,"YdcR,YfeD",P39357,4520671,4522020,-,False,False,False,False,False,False,False,True,False,,,False,True,1.5011763035,1.703923792,0.6232778182554001,True
b4297,yjhG,yjhG,KpLE2 phage-like element%3B D-xylonate dehydratase,Amino acid transport and metabolism,"RpoH,Crp",P39358,4522127,4524094,-,False,False,True,False,False,False,False,False,False,,,False,True,2.7360833755,3.163903098,0.6300816208805997,True
b4298,yjhH,yjhH,KpLE2 phage-like element%3B putative 2-dehydro-3-deoxy-D-pentonate aldolase,Amino acid transport and metabolism,"YjhI,RpoH,Crp",P39359,4524105,4525010,-,False,False,True,False,False,False,False,True,False,,,False,True,1.5043331095,2.3703910554923384,0.7882009160810591,True
b4299,yjhI,yjhI,KpLE2 phage-like element%3B putative DNA-binding transcriptional regulator YjhI,Transcription,"RpoH,ppGpp,Crp,Nac",P39360,4525015,4525803,-,False,False,False,False,False,False,False,True,False,,,False,True,1.400250578,1.589790517,0.844233054493171,True
b4300,sgcR,sgcR;yjhJ,KpLE2 phage-like element%3B putative DNA-binding transcriptional regulator SgcR,Transcription,"Crp,SlyA",P39361,4526106,4526888,-,False,False,False,False,False,False,False,True,False,,,False,True,3.2900125925,3.284464836,0.5480217909683996,True
b4301,sgcE,sgcE;yjhK,KpLE2 phage-like element%3B putative epimerase SgcE,Carbohydrate transport and metabolism,"Crp,SlyA",P39362,4526905,4527537,-,False,False,False,True,False,False,False,True,False,,,False,True,3.2785933160000003,3.121093466,0.7796785272611997,True
b4302,sgcA,sgcA;yjhL,putative PTS enzyme IIA component SgcA,Carbohydrate transport and metabolism,"Crp,SlyA",P39363,4527549,4527980,-,False,False,False,False,False,False,False,True,False,,,False,True,4.049249089,3.70136216604466,0.7815547308081877,True
b4303,sgcQ,sgcQ;yjhM,KpLE2 phage-like element%3B putative nucleoside triphosphatase,Function unknown,"Crp,SlyA",P39364,4528111,4528917,-,False,False,False,False,False,False,False,True,False,1.0,,True,True,2.173873248,2.8120285610000004,0.5828677657571998,True
b4304,sgcC,sgcC;yjhN,putative PTS enzyme IIC component SgcC,Carbohydrate transport and metabolism,"Crp,SlyA,GlaR",P39365,4528930,4530243,-,False,False,False,False,False,False,False,True,False,,,False,True,2.1265366335,2.3948170993619664,0.6398678878461486,True
b4565,sgcB,sgcB,putative PTS enzyme IIB component SgcB,Carbohydrate transport and metabolism,"Crp,SlyA",P58035,4530255,4530533,-,False,False,False,False,False,False,False,True,False,,,False,True,1.343749207,1.931621151,0.9624459636834002,True
b4305,sgcX,sgcX;yjhO,KpLE2 phage-like element%3B putative endoglucanase with Zn-dependent exopeptidase domain,Carbohydrate transport and metabolism,"Crp,SlyA",P39366,4530530,4531651,-,False,False,False,False,False,False,False,True,False,5.0,,True,True,1.969921462,2.215831924,0.8516186499660003,True
b4306,yjhP,yjhP,KpLE2 phage-like element%3B putative methyltransferase YjhP,"Translation, ribosomal structure and biogenesis",,P39367,4532437,4533183,-,False,False,False,False,False,False,False,True,False,,,False,True,2.655850589,2.433207586,0.7767989118287998,True
b4307,yjhQ,yjhQ,KpLE2 phage-like element%3B putative acetyltransferase TopAI antitoxin YjhQ,Function unknown,,P39368,4533239,4533784,-,False,False,False,False,False,False,False,True,False,,,False,True,2.455281833,2.5987558601161806,0.8901426379061509,True
b4566,topAI,yjhX,KpLE2 phage-like element%3B toxin of the TopAI-YjhQ toxin-antitoxin system%2C TopA inhibitor,Function unknown,,Q2EEU2,4533796,4534053,-,False,False,False,False,False,False,False,False,False,,,False,True,3.146561482,2.9183849910000004,1.1853027929105993,True
b4657,yjhZ,,KpLE2 phage-like element%3B putative acetyltransferase YjhZ,"Translation, ribosomal structure and biogenesis",,,4534430,4534675,-,False,False,False,False,False,False,True,False,False,,,False,True,1.419619588,1.804620496,0.8912977584252,True
b4308,yjhR,yjhR,KpLE2 phage-like element%3B PLD-like domain-containing protein YjhR,"Replication, recombination and repair",,,4535015,4536031,+,False,False,False,False,False,False,True,False,False,,,False,True,2.1663741025000003,2.194972667,0.8069451217128,True
b4309,nanS,nanS;yjhS,N-acetyl-9-O-acetylneuraminate esterase,Function unknown,"YciT,Crp,NagC,NanR",P39370,4536614,4537594,-,False,False,False,False,False,False,False,True,False,,,False,True,2.8628222745,2.390577465,1.1496632653673995,True
b4310,nanM,nanM;yjhT,N-acetylneuraminate mutarotase,Cell wall/membrane/envelope biogenesis,"Crp,NagC,NanR",P39371,4537659,4538765,-,False,False,False,False,False,False,False,False,False,,,False,True,4.092638352,4.015624819,1.3286184746184002,True
b4311,nanC,nanC;yjhA,N-acetylneuraminic acid outer membrane channel,Cell wall/membrane/envelope biogenesis,"Crp,NagC,NanR,spf",P69856,4538785,4539501,-,False,False,True,True,False,False,False,False,False,,,False,True,2.09442568,1.812542443,0.9456126166872,True
b4312,fimB,fimB,regulator for fimA,Transcription,"RpoD,BasR,ppGpp,IHF,NagC,H-NS,NanR,DksA,micA",P0ADH5,4540957,4541559,+,False,False,False,False,False,False,False,False,False,,,False,True,6.846334799,6.177681453,1.1851039199118,True
b4313,fimE,fimE,regulator for fimA,Transcription,"RpoD,YdhB,Lrp,LrhA,H-NS",A0A0N9YI43,4542037,4542633,+,False,False,False,False,False,False,False,False,False,,,False,True,2.2937836870000003,3.08416832,1.1065930110215103,True
b4314,fimA,fimA;pilA,type 1 fimbriae major subunit,Cell motility,"QseB,RpoD,omrA,omrB,IHF,Lrp,H-NS",P04128,4543115,4543663,+,False,False,False,False,False,False,False,False,True,,1015.0,True,True,9.1157747065,10.160032606111118,1.324335183749656,True
b4315,fimI,fimI,putative fimbrial protein FimI,Cell motility,"QseB,RpoD,YidZ,IHF,Lrp,H-NS",P39264,4543728,4544267,+,False,False,False,False,False,False,False,True,False,,,False,True,5.342091677499999,6.475353031,1.7065144419371998,True
b4316,fimC,fimC,type 1 fimbriae periplasmic chaperone,Cell motility,"QseB,RpoD,IHF,Lrp,H-NS",P31697,4544304,4545029,+,False,False,False,False,False,False,False,False,False,0.0,,True,True,4.148094250000001,5.266245833,1.4548132294079998,True
b4317,fimD,fimD,type I fimbriae usher protein,Cell motility,"QseB,RpoD,IHF,Lrp,H-NS",P30130,4545096,4547732,+,False,False,False,False,False,False,False,False,False,,,False,True,2.680416487,3.772998883,1.3737308145390767,True
b4318,fimF,fimF,type 1 fimbriae minor subunit FimF,Cell motility,"QseB,RpoD,IHF,Lrp,H-NS",P08189,4547742,4548272,+,False,False,False,False,False,False,False,False,False,,,False,True,2.46035242,3.5947362860000003,1.2454339221072002,True
b4319,fimG,fimG,type 1 fimbriae minor subunit FimG,Cell motility,"QseB,RpoD,IHF,Lrp,H-NS",P08190,4548285,4548788,+,False,False,False,False,False,False,False,False,False,,,False,True,3.0935626105,3.93945066,1.2308987326146,True
b4320,fimH,fimH,type 1 fimbriae D-mannose specific adhesin,Cell motility,"QseB,RpoD,YfeC,IHF,Lrp,H-NS",P08191,4548808,4549710,+,False,False,False,False,False,False,False,False,False,,,False,True,3.8804723885,4.18908731,0.9003729339024003,True
b4321,gntP,gntP;yjiB,fructuronate transporter,Inorganic ion transport and metabolism,"OxyR,RpoD,omrA,omrB,YqhC,UxuR,Crp,ppGpp",P0AC94,4549953,4551296,-,False,False,True,True,False,True,False,False,False,,,False,True,2.4785667355000003,2.337453125,0.9383114208581528,False
b4322,uxuA,uxuA,D-mannonate dehydratase,Carbohydrate transport and metabolism,"RpoD,OxyR,YdcN,YcfQ,YedW,ExuR,UxuR,Crp",P24215,4551636,4552820,+,False,False,True,True,False,True,False,False,True,406.0,209.0,True,True,4.5521236765,4.383767006999999,0.877849034521199,True
b4323,uxuB,uxuB,D-mannonate oxidoreductase,Carbohydrate transport and metabolism,"RpoD,OxyR,YidZ,YdcN,ExuR,UxuR,Crp",P39160,4552901,4554361,+,False,False,True,True,False,True,False,False,True,35.0,133.0,True,True,3.9394894015,3.914935832,0.8131933244358,False
b4324,uxuR,uxuR,DNA-binding transcriptional repressor UxuR,Transcription,"RpoD,UxuR,ExuR,Crp",P39161,4554576,4555349,+,False,False,False,False,False,True,False,False,False,10.5,,True,True,5.852665128,5.870134378,0.5211350401194004,False
b4325,yjiC,yjiC,uncharacterized protein YjiC,Function unknown,Lrp,P39374,4555490,4556320,-,False,False,False,False,False,False,False,True,False,,,False,True,1.06165338,0.792710237,0.4357921587757762,False
b4720,ytiC,,protein YtiC,No COG annotation,"RpoD,ppGpp,DksA",UPI0001A5C166,4556574,4556675,+,False,False,False,False,False,False,False,True,False,,,False,True,2.990243854,1.1076981522478824,1.6422732805227105,True
b4721,ytiD,,protein YtiD,No COG annotation,"RpoD,ppGpp,DksA",UPI00000D0E23,4556654,4556797,+,False,False,False,False,False,False,False,True,False,,,False,True,2.9988017520000003,2.835837575,1.6556400859613996,True
b4722,idlP,,iraD leader peptide,No COG annotation,,UPI00045A45BD,4556913,4556996,+,False,False,False,False,False,False,False,True,False,,,False,False,4.159234781894169,3.145626816908083,1.3874724582175455,False
b4326,iraD,iraD;yjiD,anti-adaptor protein IraD%2C inhibitor of sigma(S) proteolysis,Function unknown,"RpoD,RpoS,Fnr,CsrA,Lrp,ppGpp,DksA",P39375,4556993,4557385,+,False,False,False,False,False,False,False,False,False,,,False,True,3.789872619,3.744831071,1.1066327766731996,True
b4327,hypT,yjiE;qseD,DNA-binding transcriptional dual regulator HypT,Transcription,,P39376,4557378,4558289,-,False,False,False,False,False,False,False,False,False,,,False,True,5.623604974,4.604431508999999,0.4085436814787968,False
b4328,iadA,iadA;yjiF,isoaspartyl dipeptidase,Amino acid transport and metabolism,,P39377,4558354,4559526,-,False,False,False,False,False,False,False,False,True,128.0,277.0,True,True,5.99943229,5.626325317999999,0.6547143882929999,True
b4329,yjiG,yjiG,Gate family protein YjiG,Function unknown,,P0AEH8,4559539,4560000,-,False,False,False,False,False,False,False,True,False,,,False,True,3.9996827805,3.370661799,0.8430112629582001,True
b4330,yjiH,yjiH,Gate family protein YjiH,Function unknown,,P39379,4559997,4560680,-,False,False,False,False,False,False,False,True,False,,,False,True,1.857391634,1.6041306480000002,0.6585715456572002,False
b4331,kptA,kptA;yjiI,RNA 2'-phosphotransferase,"Translation, ribosomal structure and biogenesis",ppGpp,P39380,4560930,4561484,+,False,False,False,False,False,False,False,False,False,,,False,True,3.4724045325,4.19330775,0.7242512193629993,True
b4332,yjiJ,yjiJ,putative transporter YjiJ,Amino acid transport and metabolism,ppGpp,P39381,4561497,4562675,-,False,False,False,False,False,False,False,True,False,,,False,True,3.1027705415,2.646621208,0.7874574551801997,True
b4333,yjiK,yjiK,uncharacterized protein YjiK,Function unknown,ppGpp,P39382,4562743,4563603,-,False,False,False,False,False,False,False,True,False,,,False,True,2.6680918945,2.760756154,0.5527630834992001,False
b4715,ytiA,,uncharacterized protein YtiA,Function unknown,,UPI00001B5151,4563668,4563925,-,False,False,False,False,False,False,False,True,False,,,False,True,2.0252841455,2.502931493,0.8323624747799009,True
b4334,yjiL,yjiL,putative ATPase%2C activator of (R)-hydroxyglutaryl-CoA dehdratase,Lipid transport and metabolism,"YidZ,Lrp",P39383,4563922,4564689,-,False,False,False,False,False,False,False,True,False,,,False,True,2.2639885095,2.147067241,0.9720445236474003,True
b4335,yjiM,yjiM,putative dehydratase subunit,Amino acid transport and metabolism,,P39384,4564699,4565850,-,False,False,False,False,False,False,False,True,False,0.0,,True,True,2.7941381940000003,2.8953248223066743,1.2271845374659245,True
b4336,yjiN,yjiN,DUF445 domain-containing protein YjiN,Function unknown,SlyA,P39385,4565966,4567246,-,False,False,False,False,False,False,False,True,False,,,False,True,4.4858132575,3.932565095,1.0288726335383995,False
b4337,mdtM,mdtM;yjiO,multidrug efflux pump/bile salt:H(+) antiporter/Na(+):H(+) antiporter/K(+):H(+) antiporter,Inorganic ion transport and metabolism,SlyA,P39386,4567287,4568519,-,False,False,True,False,False,False,False,False,False,,,False,True,3.1360808835,3.328100584,0.8356247926026001,True
b4584,rpnD,,truncated recombination-promoting nuclease-like protein RpnD,Function unknown,,,4568998,4569918,+,False,False,False,False,False,False,False,False,False,,,False,True,4.320968730500001,3.823861514,0.7297913974918854,False
b4340,yjiR,yjiR,fused putative DNA-binding transcriptional regulator/putative aminotransferase YjiR,Transcription,"ppGpp,ArcA",P39389,4570162,4571574,-,False,False,False,False,False,False,False,True,False,,,False,True,4.7387267055,4.343523063536169,0.8727740227614768,True
b4341,yjiS,yjiS,DUF1127 domain-containing protein YjiS,Function unknown,,P39390,4571751,4571915,+,False,False,False,False,False,False,False,True,False,,,False,True,0.0,0.856096009,1.2692479429434,False
b4342,yjiT,yjiT,putative uncharacterized protein YjiT,"Cell cycle control, cell division, chromosome partitioning","YciT,YafC,YiaU,RpoH",UPI0000683EA7,4572414,4573931,+,False,False,False,False,False,False,True,False,False,,,False,True,5.804072366,5.182299126,1.1756791992456,True
b4486,yjiV,yjiV;mcrD,putative uncharacterized protein YjiV,"Replication, recombination and repair",,,4574135,4576855,+,False,False,False,False,False,False,True,False,False,,,False,True,3.721728439,3.692066321829722,0.5740853064805025,False
b4345,mcrC,mcrC,5-methylcytosine-specific restriction enzyme subunit McrC,Defense mechanisms,,P15006,4576912,4577958,-,False,False,False,False,False,False,False,False,False,,,False,True,3.5897369365000005,2.947490563,1.2450674262195147,True
b4346,mcrB,mcrB;rglB,5-methylcytosine-specific restriction enzyme subunit McrB,"Replication, recombination and repair",Nac,P15005,4577958,4579337,-,False,False,False,False,False,False,False,False,False,,,False,True,5.094651812,4.709887100693688,0.9762979552415372,False
b4347,symE,symE;dinL;sosC;yjiW,toxic protein SymE,"Translation, ribosomal structure and biogenesis","RpoD,symR,LexA",P39394,4579499,4579840,-,False,False,False,False,False,False,False,True,False,,,False,True,3.1371012875,3.086889557412659,0.5991757246621917,False
b4348,hsdS,hsdS;hss,type I restriction enzyme EcoKI specificity protein,Defense mechanisms,,P05719,4580068,4581462,-,False,False,False,False,False,False,False,False,False,10.5,,True,True,5.7106638775,5.120216167,0.8490635816040015,False
b4349,hsdM,hsdM;hsm,type I restriction enzyme EcoKI methyltransferase component,"Translation, ribosomal structure and biogenesis",,P08957,4581459,4583048,-,False,False,False,False,False,False,False,False,True,194.5,524.0,True,True,6.253234600500001,5.765008019,0.5432053795433991,False
b4350,hsdR,hsdR;hsr,type I restriction enzyme EcoKI endonuclease component,"Replication, recombination and repair",ppGpp,P08956,4583249,4586761,-,False,False,False,False,False,False,False,False,True,5.5,179.0,True,True,6.688446456,5.807083512,0.7889122284448808,True
b4351,mrr,mrr,methylated adenine and cytosine restriction protein,"Translation, ribosomal structure and biogenesis",,P24202,4586949,4587863,+,False,False,False,False,False,False,False,False,True,46.5,117.0,True,True,5.869925438,5.711466915,0.7274709343397991,False
b4352,yjiA,yjiA,P-loop guanosine triphosphatase,Function unknown,spf,P24203,4587909,4588865,-,False,False,True,False,False,False,False,False,True,206.0,327.0,True,True,6.577108373,6.190380423682085,0.5196747646388594,True
b4353,yjiX,yjiX,conserved protein YjiX,Function unknown,,P0ADC8,4588876,4589079,-,False,False,False,False,False,False,False,True,False,,,False,True,5.7096010315,6.171038109,1.0743369928263125,True
b4354,btsT,btsT;yjiY,pyruvate:H(+) symporter,Signal transduction mechanisms,"RpoS,Crp,BtsR",P39396,4589129,4591279,-,False,False,False,False,False,False,False,False,True,12.5,122.0,True,True,2.0124700715,3.2698329960000003,1.7614044511476,True
b4355,tsr,tsr;cheD,methyl-accepting chemotaxis protein Tsr,Cell motility,"RpoD,YbiH,YddM,FliA,CpxR",P02942,4591657,4593312,+,False,False,False,False,False,False,False,False,False,0.0,,True,True,2.7542082885,3.426369127,1.0765275769877998,True
b4356,lgoT,lgoT;yjiZ;yjjL,galactonate:H(+) symporter,Inorganic ion transport and metabolism,,P39398,4593361,4594722,-,False,False,True,True,False,False,False,False,False,,,False,True,2.177667388,2.630591484,0.5754888032880002,False
b4357,lgoR,lgoR;yjjM,putative DNA-binding transcriptional regulator LgoR,Transcription,"RpoE,Crp,UxuR,ExuR",P39399,4594937,4595851,-,False,False,False,False,False,False,False,True,False,,,False,True,2.5610779590000003,2.557455414,1.2332780579412497,True
b4358,lgoD,lgoD;yjjN,L-galactonate oxidoreductase,Energy production and conversion,"Crp,UxuR,ExuR",P39400,4595990,4597012,+,False,False,True,True,False,False,False,False,False,,,False,True,1.2014938505,1.214012881,0.5883173096514002,False
b4359,opgB,mdoB;opgB;yjjO,phosphoglycerol transferase I,Cell wall/membrane/envelope biogenesis,gcvB,P39401,4597150,4599441,-,False,False,False,False,False,True,False,False,True,76.5,166.0,True,True,6.0315509695,5.555810434121959,0.6420570820185822,True
b4360,yjjA,yjjA,DUF2501 domain-containing protein YjjA,Function unknown,,P18390,4599695,4600189,-,False,False,False,False,False,True,False,True,False,193.0,,True,True,6.692478121,6.459735129152688,0.4745101889773497,False
b4361,dnaC,dnaC;dnaD,DNA replication protein DnaC,"Replication, recombination and repair",ppGpp,P0AEF0,4600238,4600975,-,True,False,False,False,True,True,False,False,False,,,False,True,5.9714766035,5.848867094,0.5069335319958009,False
